user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment
USR64308,Vedant Lalla,,8439-3768-1323,1990-02-13,Kolkata,West Bengal,10907,Retired,2026-03-08,Approved,medium
USR13880,Krisha Borra,YWBSY7212H,,2003-09-23,Hyderabad,Telangana,21188,Farmer,2024-06-29,Approved,low
USR56830,Ekapad Dalal,FPHDL6481K,7446-9847-1442,1960-12-23,Jaipur,Rajasthan,22808,Business Owner,2024-12-05,Approved,high
USR95322,Advik Sahota,QEHZG5598Z,7.39E+11,1974-09-25,Kolkata,West Bengal,35085,Farmer,2024-12-03,Approved,high
USR23760,Saksham Dave,XSGLB7836O,9.82E+11,2003-10-20,Lucknow,Uttar Pradesh,28593,Gig Worker,2024-04-07,Approved,medium
USR28092,Jack Lanka,VANEO2162B,9.95E+11,1990-09-14,Delhi,Delhi,47900,Freelancer,2024-12-27,Approved,low
USR41268,Onkar Ratta,MTPRE0507U,95974642287,2006-08-28,Jalandhar,Punjab,35166,Retired,2024-09-08,In Progress,low
USR61809,Arjun Chander,JAWRM6042P,4.33E+11,1987-10-09,Lucknow,Uttar Pradesh,13796,Freelancer,2025-07-31,Approved,low
USR86464,Tanay Sinha,HCUCZ8229X,4466 8771 6426,1985-12-29,Ludhiana,Punjab,12686,Business Owner,2026-01-05,Approved,medium
USR29929,Yamini Kade,BZKKN4437J,25396904187,1978-02-20,Lucknow,Uttar Pradesh,42360,Business Owner,2025-09-16,Pending,low
USR75086,Caleb Mammen,JVXFL4848V,5605 4506 7480,2003-08-30,Ludhiana,Punjab,47600,Farmer,2025-11-04,In Progress,
USR78743,Atharvlall,GUHZF2370F,9828 5621 0452,1970-04-22,Jaipur,Rajasthan,18539,Self Employed,2024-12-24,Pending,low
USR59316,Prisha Chander,XHBKR5403M,5.35E+11,1994-02-03,Ludhiana,Punjab,13300,Unemployed,2026-07-03,Approved,low
USR90387,Aarna Devi,TFWBR0265R,,1988-07-02,Jaipur,Rajasthan,24127,Business Owner,2025-12-24,Approved,low
USR18776,Pushti Sha,OGVKP1291Y,,1966-08-08,Hyderabad,Telangana,,Student,2025-09-05,Approved,low
USR13953,Mugdha Thaker,GJIRE9459M,8.51E+11,1997-02-11,Amritsar,Punjab,23495,Self Employed,2025-04-17,Approved,low
USR33108,Ekavir Bal,CINIP4289D,8.66E+11,1979-09-18,Bengaluru,Karnataka,19266,Freelancer,2024-02-03,Approved,low
USR71267,Noah Wable,WVMOD0360T,4.98E+11,1964-04-14,Bengaluru,Karnataka,20388,Student,2025-04-06,Approved,low
USR82470,Owen Nair,DPRST6843S,6455 7889 1743,1972-07-30,Pune,Maharashtra,35891,Farmer,2025-06-25,Pending,medium
USR91477,Ojas Kumer,AXMWY7954C,9.31E+11,1961-03-08,Ludhiana,Punjab,28545,Unemployed,2026-03-25,Approved,low
USR86614,Vedika Lanka,GFSVQ7146K,4.79E+11,1968-12-10,Pune,Maharashtra,37338,Student,2024-02-04,Approved,low
USR23635,Tanmayi Sunder,DRXCQ2579G,7963 0636 6826,1994-05-25,Lucknow,Uttar Pradesh,20317,Gig Worker,2024-08-08,Approved,medium
USR63684,Vasana Naidu,FYYYZ4211T,4139 2819 5585,1974-11-04,Jalandhar,Punjab,39085,Freelancer,2025-11-30,Approved,low
USR40151,Lipika Pant,ZCYWL1620R,4596-0750-4259,2004-11-12,Jalandhar,Punjab,13296,Student,,Approved,low
USR60198,Nihal Sunder,GMKIH3940L,1672-2212-2123,1992-06-04,Bengaluru,Karnataka,39252,Student,2025-07-17,Approved,low
USR77081,Ethan Dora,BZDWK4883M,3.94E+11,1963-01-03,Lucknow,Uttar Pradesh,31508,Unemployed,2024-10-22,Approved,high
USR84077,Neelima Sem,DKNSH2914F,8.10E+11,1980-12-28,Ludhiana,Punjab,27515,Self Employed,2025-06-11,Approved,medium
USR59175,Ansh Virk,AMBPC6856J,4006 8334 6413,1972-03-27,Mumbai,Maharashtra,16030,Student,2025-02-13,Approved,medium
USR64276,Upasna Subramanian,OPVCG1908W,24162763322,1974-09-01,Lucknow,Uttar Pradesh,19115,Farmer,2025-03-24,Approved,
USR64768,Warda Bhasin,DJJZS1635L,1.38E+11,1975-01-27,Mumbai,Maharashtra,32936,Self Employed,2026-02-22,Approved,
USR16446,Yagnesh Roy,QPZXB2641,,1997-09-19,Chennai,Tamil Nadu,,Salaried,2025-08-29,Approved,high
USR22470,Ubika Saraf,GEZXL8319T,3.86E+11,1985-04-21,Bengaluru,Karnataka,12941,Student,2024-08-27,Rejected,medium
USR78907,Garima Sangha,NTGKP6262I,XXXX-XXXX-3516,1977-09-14,Amritsar,Punjab,14527,Salaried,,Pending,low
USR55616,Jasmit Nadkarni,EGCOO2505G,0738 3587 8098,1993-02-04,Bengaluru,Karnataka,17065,Retired,2025-08-22,Approved,low
USR11988,Udarsh Khalsa,RWL1L9015J,5370369333,1973-09-08,Bengaluru,Karnataka,57849,Self Employed,2026-10-03,Approved,low
USR78571,Gautamisanghvi,PXLGX1420K,4.97E+11,1977-10-18,Amritsar,Punjab,25062,Student,2024-05-20,Approved,low
USR26915,Aarna Deshmukh,VVYMS8300C,4.11E+11,2005-09-25,Chennai,Tamil Nadu,23328,Unemployed,2024-06-09,Approved,low
USR71883,Amara Oak,OWXKX2821C,6.20E+11,1995-09-09,Bengaluru,Karnataka,22743,Retired,2025-04-30,Rejected,medium
USR67037,Lucky Konda,CRHRQ9787A,8924 6694 1914,1991-12-26,Lucknow,Uttar Pradesh,18960,Business Owner,2024-08-28,Approved,low
USR28669,George Dar,QLRNP1618Y,2178202165,1978-04-01,Mumbai,Maharashtra,24646,Self Employed,2024-02-10,Rejected,medium
USR74087,Qarin Sengupta,TGCGN4731B,5.08E+11,1987-01-26,Amritsar,Punjab,11942,Salaried,2026-01-15,Approved,medium
USR97475,Bimala Rao,ZWIEO8960X,5.82E+11,1977-04-08,Hyderabad,Telangana,,Farmer,2024-03-26,Approved,low
USR29005,Wazir Ghose,SVTQR6809M,4.81E+11,1993-12-19,Delhi,Delhi,14463,Student,2024-03-12,Approved,low
USR78059,Vasana Palla,CALNW0586S,7.55E+11,1991-04-27,Mumbai,Maharashtra,29828,Farmer,2024-11-23,Approved,low
USR15644,Anita Balay,VZJON4073W,1702 0376 5815,1994-05-12,Bengaluru,Karnataka,,Unemployed,2025-03-11,Approved,medium
USR53776,Advaith Sur,ORRQC4341P,9.37E+11,1980-08-16,Amritsar,Punjab,29723,Gig Worker,2024-10-04,In Progress,low
USR35738,Nachiket Saini,MPBCY9061Z,2927 1878 2869,1982-06-19,Ludhiana,Punjab,9263,Retired,2025-04-24,Rejected,low
USR30688,Pooja Koshy,YVQMB3903Y,3.75E+11,,Jaipur,Rajasthan,55299,Salaried,2025-05-12,Approved,low
USR43692,Kashvi Bal,XCBFC3495G,0224-5644-9188,1972-08-16,Hyderabad,Telangana,26181,Retired,2024-05-30,Approved,low
USR13931,Vrinda Sodhi,JAXKB7158R,2.32E+11,1994-03-10,Jalandhar,Punjab,13080,Salaried,,Approved,high
USR16890,Unnipurohit,SRFPG7183S,1.29E+11,1997-12-05,Lucknow,Uttar Pradesh,19516,Farmer,2024-04-01,Approved,medium
USR60800,Benjamin Hayre,SKOEK2388A,XXXX-XXXX-6470,,Jalandhar,Punjab,30797,Farmer,2024-03-23,Approved,medium
USR43778,Megha Saran,FBYVC9113B,2525-9504-2768,1995-01-26,Ludhiana,Punjab,27468,Student,2024-08-11,Approved,medium
USR70695,Darsh Rana,HOHLD1406O,6634-7061-6081,1986-05-13,Bengaluru,Karnataka,32215,Business Owner,2024-06-16,Rejected,low
USR82121,Maanas Kumar,PHLMO0100D,3070-9323-8655,2000-06-15,Mumbai,Maharashtra,50644,Student,2024-04-19,Approved,low
USR28535,Laban Sinha,RFMPF5305S,XXXX-XXXX-3078,1998-11-28,Pune,Maharashtra,23001,Retired,2024-12-31,Pending,medium
USR61312,Manbir Kar,OYDNZ6406F,5451-2692-1501,2005-03-19,Hyderabad,Telangana,43301,Farmer,2025-02-04,Rejected,low
USR17743,Sneha Palan,HXELE7376C,12024085465,1986-09-22,Kolkata,West Bengal,30964,Student,2025-02-07,Approved,low
USR75869,Triya Sodhi,KUCXN4426K,5985 2349 7392,1999-09-16,Amritsar,Punjab,17400,Salaried,2024-03-11,Pending,medium
USR88971,Aahana Goda,KAPYK2586P,8.15E+11,1963-08-19,Amritsar,Punjab,8961,Student,2025-03-06,Approved,medium
USR25394,Urmi Dar,WDKKW7243D,,1983-11-17,Pune,Maharashtra,39353,Retired,2025-03-23,Approved,medium
USR36110,Bhavya Doshi,ZZLBX3053J,7749-4636-1922,1979-07-29,Pune,Maharashtra,,Freelancer,2025-11-15,Approved,low
USR28927,Chandran Nori,MIAZT7616U,,1999-12-19,Hyderabad,Telangana,34414,Unemployed,2024-11-29,Approved,medium
USR12524,Yauvani Deep,QGIWK2792H,2792 9245 2932,1985-01-24,Pune,Maharashtra,34793,Unemployed,2024-03-28,In Progress,medium
USR87061,Zayyan Parmar,OESTV5644M,4212-4913-5042,1994-02-03,Bengaluru,Karnataka,34016,Retired,2024-01-15,Rejected,low
USR70121,Manan Kala,,4917 3489 3582,2003-05-16,Amritsar,Punjab,12490,Gig Worker,2025-01-04,Approved,
USR43558,Bhavya Kala,FMZBB8469X,0416 1497 8824,2005-04-29,Kolkata,West Bengal,26339,Student,2026-02-25,Approved,
USR97255,Hardik Varty,IKVCL9739N,18969410775,1985-09-07,Bengaluru,Karnataka,,Salaried,2024-08-23,Pending,low
USR41850,Anamika Jayaraman,ZWSDQ5958Z,3.67E+11,2004-11-19,Pune,Maharashtra,22599,Unemployed,2024-03-27,Approved,low
USR61425,Rajata Panchal,FDJQL7637C,2.52E+11,1987-11-27,Amritsar,Punjab,25830,Farmer,2025-02-26,Approved,low
USR11654,Shivansh Dhar,VJCFR9167X,9314952508,1986-03-23,Lucknow,Uttar Pradesh,19879,Business Owner,2024-02-05,Approved,low
USR60435,Manan Desai,CZDOZ3023Y,9332847770,1971-11-14,Lucknow,Uttar Pradesh,13100,Self Employed,2025-05-20,Pending,low
USR69566,Pooja Sanghvi,KKXGH7093M,5.95E+11,,Mumbai,Maharashtra,40871,Gig Worker,2024-01-30,Approved,low
USR97911,Aarush Hora,UJAKN1892R,8898-0010-6898,1974-09-25,Bengaluru,Karnataka,23895,Freelancer,2025-09-17,Approved,low
USR96415,Aadi Batta,JYKPY8685U,8.01E+11,1975-05-10,Bengaluru,Karnataka,16142,Gig Worker,2024-08-20,Approved,medium
USR41370,Lajita Mammen,TCFIS9755D,47045008750,1969-05-19,Ludhiana,Punjab,74744,Farmer,2024-06-04,Approved,medium
USR46200,Bakhshi Sahota,WALTW7577C,2.01E+11,2001-10-04,Hyderabad,Telangana,24694,Gig Worker,2024-07-26,Approved,low
USR30125,Dakshesh Dhaliwal,AFYDX3604O,3.18E+12,1993-02-05,Jaipur,Rajasthan,22236,Business Owner,,Rejected,low
USR51640,Hitesh Raj,UCIYS7654M,7526190276,1997-12-27,Mumbai,Maharashtra,65510,Business Owner,2025-05-07,Rejected,low
USR26148,Tarak Butala,LSMZC5449O,5.95E+11,1988-08-07,Bengaluru,Karnataka,30461,Salaried,,Approved,high
USR72127,Turvi Grover,CQVNW6926I,1.93E+11,1989-04-19,Jaipur,Rajasthan,15633,Retired,2024-08-03,Approved,medium
USR96477,Tanveer Narula,SDAVW9214Z,97914045328,1972-07-15,Chennai,Tamil Nadu,14759,Retired,2026-01-27,Rejected,low
USR18944,Mekhala Golla,UWTIE0098,8850 3677 7734,1991-07-25,Chennai,Tamil Nadu,26904,Farmer,,Approved,low
USR38760,Lajita Dewan,IRKEM1603,6.05E+11,1962-08-09,Kolkata,West Bengal,9392,Salaried,2025-03-22,Approved,low
USR35147,Krishna Deo,HWFFO1057B,5.18E+11,1973-11-24,Ludhiana,Punjab,50039,Salaried,2026-01-04,Approved,high
USR23153,Elijah Golla,RCL1Y8260J,XXXX-XXXX-4291,1997-05-23,Jalandhar,Punjab,25280,Salaried,2024-08-19,Rejected,low
USR43985,Elijah Basu,OWYWO4172Z,XXXX-XXXX-4334,2001-11-29,Jaipur,Rajasthan,,Farmer,2025-08-19,Approved,medium
USR13270,Gautam Joshi,KNUKD8690E,,1961-02-02,Pune,Maharashtra,17781,Self Employed,,Approved,medium
USR87067,Ayaan Bhatt,IYPWZ2082B,73336789186,1997-03-06,Bengaluru,Karnataka,32299,Farmer,2024-12-14,Approved,medium
USR14736,Harini Keer,SQFFV1099G,9008-4521-3060,1969-07-11,Mumbai,Maharashtra,29346,Retired,,Approved,medium
USR26503,Ranbir Mannan,UCYSG5949W,4.46E+11,2006-08-02,Amritsar,Punjab,9785,Farmer,2025-07-25,In Progress,low
USR55516,Yutika Ravi,HCPGG8914B,9.20E+11,1973-06-03,Kolkata,West Bengal,37564,Unemployed,2024-10-30,Pending,low
USR45907,Hardik Ramesh,GUXKU9088P,6253 9431 9187,1970-07-22,Delhi,Delhi,,Gig Worker,2025-08-16,Approved,medium
USR20548,Wridesh Joshi,TZSQX5220Z,31743351796,2007-05-12,Mumbai,Maharashtra,31338,Student,2025-10-01,Approved,low
USR37307,Balendra Verma,UOHEX6486E,XXXX-XXXX-5396,2001-07-17,Delhi,Delhi,37243,Unemployed,2025-07-28,Approved,medium
USR63941,Lopa Shanker,TIVNP2437G,4749 3829 2882,1975-04-08,Jaipur,Rajasthan,18089,Student,2025-07-12,Pending,medium
USR62335,Orinder Tiwari,KVIYF7177S,XXXX-XXXX-5008,1967-11-21,Pune,Maharashtra,15492,Student,2024-07-08,Approved,medium
USR82534,Ekalinga Deep,QMKMZ5656K,,1991-01-11,Bengaluru,Karnataka,22070,Student,2025-04-22,Approved,low
USR28153,Janaki Korpal,AHFWQ6201Q,,1974-06-16,Mumbai,Maharashtra,11531,Freelancer,2025-01-16,Approved,low
USR97134,Reva Vaidya,HBVQA7004Y,6537223345,1964-10-05,Ludhiana,Punjab,55126,Freelancer,2025-07-01,Pending,medium
USR31953,Ekani Kar,KRJBG3843A,3.17E+11,2002-08-16,Jaipur,Rajasthan,,Unemployed,2024-08-05,Approved,medium
USR18418,Vrishti Chaudry,QRINM1863X,1797 2382 4180,1987-01-08,Kolkata,West Bengal,56033,Student,2025-12-04,Approved,high
USR73856,Damini Atwal,0WYDK8338N,3904 1124 9547,1980-05-07,Chennai,Tamil Nadu,36100,Unemployed,2025-06-10,Approved,medium
USR34047,Nirja Goyal,EDJFV6786Z,3542 8425 2681,1971-03-15,Chennai,Tamil Nadu,51334,Freelancer,2025-04-21,Approved,high
USR11358,Ria Sampath,CBDMJ0910P,7604-0343-2642,2003-10-11,Ludhiana,Punjab,103450,Business Owner,,Approved,low
USR64107,Gauri Vora,YBWWC3453,8.70E+11,1970-06-30,Pune,Maharashtra,12867,Salaried,2025-01-23,Approved,low
USR35594,Indira Ramachandran,EGAVG3762P,,1962-04-28,Chennai,Tamil Nadu,19286,Farmer,2024-08-19,Approved,medium
USR30418,Akshay Sampath,WNKPD6528H,1319 0288 3486,1965-01-23,Lucknow,Uttar Pradesh,17322,Unemployed,2024-09-15,Approved,low
USR54584,Chameli Dubey,CZJQV2137R,4247-0274-2867,2001-07-08,Mumbai,Maharashtra,22185,Self Employed,2024-09-01,Approved,low
USR48110,Brinda Manda,RYYOT8872F,2826-3099-6872,1964-03-17,Amritsar,Punjab,21983,Business Owner,,Approved,high
USR95700,Deepa Bhalla,RTWID8017S,4748 0382 9105,1991-12-09,Amritsar,Punjab,33200,Business Owner,2025-08-06,Approved,low
USR78337,Pranit Oza,NZBEB2190H,6181-5079-5338,1988-12-02,Lucknow,Uttar Pradesh,22457,Gig Worker,2024-07-24,Approved,medium
USR55461,Unnatikeer,FQVDC8747O,3.74E+11,2001-11-25,Jalandhar,Punjab,28600,Business Owner,2025-07-10,Rejected,low
USR99445,Krisha Seshadri,HFMYY3894Z,7.70E+11,2001-09-17,Delhi,Delhi,48549,Business Owner,2024-01-19,Approved,medium
USR26939,Samuelmitter,KIWOV8722C,6.33E+11,1998-12-04,Amritsar,Punjab,24100,Retired,2026-02-06,Approved,high
USR65086,Shivansh Prasad,MRRMZ0743S,984809036,1962-03-10,Ludhiana,Punjab,20739,Freelancer,2024-07-06,Rejected,low
USR51330,Manya Bali,SKOUH9200Y,0199 5109 9623,1972-10-30,Pune,Maharashtra,30214,Student,2025-11-04,Approved,low
USR34172,Faras Warrior,ZWOCQ9001I,54598187074,2001-05-10,Mumbai,Maharashtra,14529,Self Employed,2025-09-16,Approved,medium
USR35378,Ishita Mane,LZRJS8644Y,,1981-01-26,Jalandhar,Punjab,,Retired,2025-01-01,Approved,medium
USR28471,Umang Kumer,LBEYE6919S,XXXX-XXXX-2199,1991-02-13,Jaipur,Rajasthan,13774,Freelancer,2025-11-11,Approved,medium
USR65406,Bhavini Solanki,JVEIG3097A,88850972945,1960-08-11,Jaipur,Rajasthan,20271,Unemployed,,Pending,low
USR16212,Sanya Sawhney,TBUDL4683R,2049-4975-1167,2001-07-23,Kolkata,West Bengal,13924,Freelancer,2024-09-22,Approved,medium
USR60904,Suhani Oza,WYWQI1618A,5.20E+11,1996-03-21,Ludhiana,Punjab,64722,Self Employed,2026-03-31,Approved,low
USR68308,Simon Ramanathan,LQESD0778U,7.56E+11,2005-10-17,Delhi,Delhi,22653,Gig Worker,2025-02-15,Approved,medium
USR73563,Unnati Kala,MFVPE2019P,5455534227,1969-06-19,Mumbai,Maharashtra,24100,Freelancer,,In Progress,low
USR70255,Ekani Dua,ACUZI3478D,,1975-01-02,Chennai,Tamil Nadu,25961,Freelancer,2025-03-19,Approved,medium
USR66657,Shivansh Goda,TDJCU7352U,7.61E+11,1972-04-10,Jaipur,Rajasthan,27055,Student,2024-09-26,Approved,low
USR50077,Fiyaz Sunder,SGQUO5647,2.37E+11,1962-05-11,Chennai,Tamil Nadu,15682,Farmer,2024-11-28,Pending,low
USR81075,Ishani Naidu,LOLHX7170K,2571 0479 0985,2004-02-17,Lucknow,Uttar Pradesh,40563,Unemployed,2024-12-22,Approved,high
USR93584,Neel Deo,AFBMT0794B,,1992-08-21,Mumbai,Maharashtra,46356,Retired,2024-08-09,Approved,low
USR88185,Vinaya Dora,KIYZN4444E,1952 3835 5149,1982-12-13,Mumbai,Maharashtra,18104,Farmer,2024-07-02,Approved,low
USR79161,Liam Goyal,LYIMT9308V,8.16E+11,2001-12-07,Lucknow,Uttar Pradesh,9335,Student,2026-02-21,In Progress,
USR50757,Barkha Parmer,UNJBD0770C,1806-6435-7027,1967-11-11,Chennai,Tamil Nadu,21395,Self Employed,2025-01-23,Pending,low
USR10799,Indira Cheema,GCEYH8996T,0140 1454 1696,2004-08-04,Lucknow,Uttar Pradesh,27782,Unemployed,2025-12-28,Pending,medium
USR88938,Jagat Kapoor,RCVDY9085U,6.91E+11,1994-02-03,Chennai,Tamil Nadu,50341,Freelancer,2025-08-03,Approved,medium
USR22437,Samarth Saraf,KLAWR0922Q,0462-4856-6958,1978-01-24,Amritsar,Punjab,12976,Farmer,2024-01-06,Approved,medium
USR18684,Lipika Balasubramanian,UADKZ7560A,,1966-07-28,Ludhiana,Punjab,16244,Business Owner,2026-02-11,In Progress,low
USR54714,Yochana Nagy,OOSCD5853V,8.21E+12,1993-03-01,Chennai,Tamil Nadu,27270,Unemployed,2024-12-16,Approved,medium
USR46227,Vyanjana Dewan,FLWTU6763C,1814-2143-7210,1982-02-19,Jalandhar,Punjab,29239,Freelancer,2024-12-27,Approved,low
USR92736,Krish Ganesh,BCYTK0743V,7.31E+12,2006-01-04,Pune,Maharashtra,19462,Gig Worker,,Approved,low
USR68243,Farhan Sarma,QDGQV8153T,8282630682,1963-11-14,Kolkata,West Bengal,15953,Farmer,2025-12-01,Approved,low
USR54662,Kalpit Johal,WSIZM8377T,2.28E+12,2005-01-05,Chennai,Tamil Nadu,69040,Gig Worker,,Approved,low
USR49692,Pranav Ahuja,KNWTL7986M,3.66E+11,1988-03-31,Lucknow,Uttar Pradesh,78295,Farmer,2025-01-07,Approved,high
USR78411,Rehaan Singhal,LVAXX6013A,6.52E+11,1965-12-26,Jalandhar,Punjab,40100,Salaried,2025-10-02,Approved,high
USR45168,David Sachdeva,JKJJV1240S,41915466352,1979-01-11,Lucknow,Uttar Pradesh,9179,Unemployed,2024-04-03,Approved,low
USR57891,Timothy Doctor,DLBXF6631F,78337974416,1966-10-02,Lucknow,Uttar Pradesh,22369,Self Employed,2025-05-11,Approved,low
USR33040,Gayathri Jani,OVLVS3825H,5866 8530 2431,2003-01-02,Delhi,Delhi,21830,Student,2024-11-16,Approved,medium
USR45432,Yauvani Krishna,JSLID1691H,27372290104,,Pune,Maharashtra,44208,Freelancer,2026-02-14,Pending,low
USR88242,Warinder Keer,GRFUD3392U,XXXX-XXXX-0308,1975-05-06,Kolkata,West Bengal,33405,Retired,2024-11-10,Approved,low
USR24490,Chandran Rajagopal,WEERX9254V,7.41E+11,1990-06-17,Jalandhar,Punjab,28953,Freelancer,2025-11-14,Approved,medium
USR71493,Eta Shukla,ZXNDJ8595B,26817430613,2001-05-10,Pune,Maharashtra,14758,Farmer,2025-06-09,Rejected,low
USR74942,Anamika Bora,CVTXW4518J,4.96E+11,1980-05-24,Hyderabad,Telangana,,Retired,2025-04-05,Approved,low
USR52453,Tanveer Bora,SRYFE1748M,6374 1086 9152,,Kolkata,West Bengal,15729,Retired,2026-10-01,Approved,medium
USR72124,Triya Walia,NRPMD1578I,0098 5229 3674,1995-06-18,Chennai,Tamil Nadu,12432,Retired,,Approved,low
USR72857,Onveer Sem,,1.56E+11,1985-12-15,Jaipur,Rajasthan,,Self Employed,2025-10-16,Approved,low
USR83080,Ikshita Mutti,LYYKM1219X,5.50E+11,1979-10-16,Pune,Maharashtra,27793,Business Owner,2026-03-19,Pending,high
USR89093,Sachi Sodhi,FYONQ3813N,9.64E+11,1965-05-26,Delhi,Delhi,14044,Gig Worker,2025-09-15,Approved,low
USR22374,Upma Sagar,GZRLA3913O,,1974-09-06,Kolkata,West Bengal,30445,Unemployed,2026-02-17,Approved,low
USR91124,Om Ben,UYATS4644A,1.12E+11,1988-03-28,Mumbai,Maharashtra,15833,Unemployed,2024-05-02,Approved,low
USR42842,Leela Kuruvilla,PRDCZ7762D,4.75E+11,1978-01-14,Hyderabad,Telangana,10223,Business Owner,2025-03-17,Approved,medium
USR22097,Dalaja Bandi,VXXOS1151R,2.92E+11,1987-09-29,Jaipur,Rajasthan,14666,Freelancer,,Approved,low
USR25182,Abeer Pall,YMQPS7536H,9.32E+11,1983-07-15,Ludhiana,Punjab,33673,Gig Worker,2024-08-29,Approved,low
USR98141,Radha Dave,SOXBR1835P,3963434823,,Amritsar,Punjab,11066,Self Employed,2025-10-11,Pending,low
USR93763,Kabir Korpal,RYKUP5784S,,1998-01-06,Delhi,Delhi,31397,Business Owner,2025-01-11,In Progress,low
USR63140,Falan Dave,MVX0X7597Z,5.82E+11,,Delhi,Delhi,14699,Gig Worker,2025-01-20,Approved,low
USR11515,Upma Natt,MNBIT1454Q,,,Jalandhar,Punjab,21697,Farmer,2024-07-20,In Progress,medium
USR19143,Ethan Goda,CTEFH7021F,3298 1375 1784,2005-10-06,Mumbai,Maharashtra,23362,Freelancer,2024-03-20,Approved,high
USR95415,Chaitanya Thaker,ZDEGY9506Y,7319 8353 9399,1969-11-24,Amritsar,Punjab,13837,Gig Worker,2024-08-25,Approved,low
USR18202,Abhiram Raja,RAE1D7695D,8.39E+11,1975-09-13,Jaipur,Rajasthan,30600,Gig Worker,2025-08-23,Approved,low
