user_id,full_name,kyc_status,risk_segment,monthly_income,occupation,city,state,transaction_count,transaction_amount,average_transaction_value,failed_transaction_count,pending_transaction_count,dispute_count,disputed_amount,high_severity_disputes,critical_disputes,failed_rate,dispute_rate,risk_score,risk_level,repeated_dispute_flag,high_value_dispute_flag
USR15485,Raksha Korpal,Approved,medium,32298.0,Student,Delhi,Delhi,2.0,6178.74,3089.37,0.0,0.0,1.0,3043.82,1.0,1.0,0.0,50.0,20.0,Low,False,False
USR66856,Kala Tara,Pending,medium,26942.0,Salaried,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,1.0,2891.42,1.0,1.0,0,0,20.0,Low,False,False
USR40286,Bhavna Hayer,Approved,low,9398.0,Gig Worker,Kolkata,West Bengal,0.0,0.0,0.0,0.0,0.0,1.0,2512.35,1.0,1.0,0,0,20.0,Low,False,False
USR14591,Ekapad Baral,Approved,,,Self Employed,Lucknow,Uttar Pradesh,0.0,0.0,0.0,0.0,0.0,1.0,2452.3,1.0,1.0,0,0,20.0,Low,False,False
USR57147,Raksha Bawa,Approved,medium,37739.0,Gig Worker,Jaipur,Rajasthan,0.0,0.0,0.0,0.0,0.0,1.0,2283.69,1.0,1.0,0,0,20.0,Low,False,False
USR72024,Yochana Narayan,Approved,low,14850.0,Salaried,Lucknow,Uttar Pradesh,0.0,0.0,0.0,0.0,0.0,1.0,1971.85,1.0,1.0,0,0,20.0,Low,False,False
USR14299,Charvi Palan,Pending,low,15960.0,Unemployed,Chennai,Tamil Nadu,0.0,0.0,0.0,0.0,0.0,1.0,1789.71,1.0,1.0,0,0,20.0,Low,False,False
USR38814,Alexander Mittal,Approved,low,23622.0,Self Employed,Lucknow,Uttar Pradesh,1.0,10028.32,10028.32,0.0,0.0,1.0,1786.57,1.0,1.0,0.0,100.0,20.0,Low,False,False
USR72795,Chakradhar Basu,Approved,medium,,Freelancer,Delhi,Delhi,0.0,0.0,0.0,0.0,0.0,1.0,1770.58,1.0,1.0,0,0,20.0,Low,False,False
USR54126,Jasmit Rege,Approved,low,70569.0,Retired,Pune,Maharashtra,1.0,15042.7,15042.7,0.0,0.0,1.0,1664.31,1.0,1.0,0.0,100.0,20.0,Low,False,False
USR33348,Pratyush Sachdeva,Approved,low,81600.0,Business Owner,Ludhiana,Punjab,0.0,0.0,0.0,0.0,0.0,1.0,1647.57,1.0,1.0,0,0,20.0,Low,False,False
USR54649,Ucchal Nigam,Approved,low,22060.0,Salaried,Chennai,Tamil Nadu,0.0,0.0,0.0,0.0,0.0,1.0,1622.49,1.0,1.0,0,0,20.0,Low,False,False
USR32787,Ijaya Mallick,In Progress,low,24257.0,Business Owner,Jalandhar,Punjab,1.0,17197.45,17197.45,1.0,0.0,1.0,1585.54,1.0,0.0,100.0,100.0,20.0,Low,False,False
USR63444,Suhani Sandal,Approved,low,12213.0,Freelancer,Amritsar,Punjab,1.0,24343.97,24343.97,0.0,0.0,1.0,1513.0,1.0,1.0,0.0,100.0,20.0,Low,False,False
USR80517,Hemang Dhawan,Approved,high,19218.0,Business Owner,Jaipur,Rajasthan,0.0,0.0,0.0,0.0,0.0,1.0,1459.8,1.0,1.0,0,0,20.0,Low,False,False
USR53056,Jasonmutti,Approved,,24853.0,Self Employed,Delhi,Delhi,0.0,0.0,0.0,0.0,0.0,1.0,1362.36,1.0,1.0,0,0,20.0,Low,False,False
USR10047,Pushti Datta,Pending,low,38887.0,Salaried,Pune,Maharashtra,0.0,0.0,0.0,0.0,0.0,1.0,1341.86,1.0,1.0,0,0,20.0,Low,False,False
USR74438,Sachi Krishnan,Rejected,high,34400.0,Farmer,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,1.0,1299.7,1.0,1.0,0,0,20.0,Low,False,False
USR23143,Qadim Mannan,Approved,low,21547.0,Gig Worker,Pune,Maharashtra,0.0,0.0,0.0,0.0,0.0,1.0,1258.0,1.0,1.0,0,0,20.0,Low,False,False
USR24199,Turvi Malhotra,Rejected,low,85336.0,Salaried,Bengaluru,Karnataka,1.0,14034.53,14034.53,0.0,0.0,1.0,1200.13,1.0,1.0,0.0,100.0,20.0,Low,False,False
USR73796,Mekhala Korpal,Approved,medium,34700.0,Student,Mumbai,Maharashtra,0.0,0.0,0.0,0.0,0.0,1.0,1161.24,1.0,1.0,0,0,20.0,Low,False,False
USR49318,Agastya Grover,In Progress,low,19846.0,Student,Jalandhar,Punjab,0.0,0.0,0.0,0.0,0.0,1.0,1097.4,1.0,1.0,0,0,20.0,Low,False,False
USR74769,Zansi Keer,Approved,medium,,Business Owner,Delhi,Delhi,0.0,0.0,0.0,0.0,0.0,1.0,1093.6,1.0,1.0,0,0,20.0,Low,False,False
USR49275,Akshaydhaliwal,Approved,high,48625.0,Student,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,1.0,1009.36,1.0,1.0,0,0,20.0,Low,False,False
USR77896,Irya Acharya,Pending,low,11528.0,Student,Lucknow,Uttar Pradesh,0.0,0.0,0.0,0.0,0.0,1.0,954.04,1.0,1.0,0,0,20.0,Low,False,False
USR19432,Ekiya Sanghvi,Approved,medium,18011.0,Gig Worker,Kolkata,West Bengal,0.0,0.0,0.0,0.0,0.0,1.0,917.78,1.0,1.0,0,0,20.0,Low,False,False
USR24591,Zashil Savant,Approved,low,31646.0,Self Employed,Jalandhar,Punjab,2.0,21131.33,10565.665,1.0,0.0,1.0,889.98,1.0,0.0,50.0,50.0,20.0,Low,False,False
USR17493,Advaithgrover,Pending,high,45100.0,Salaried,Delhi,Delhi,0.0,0.0,0.0,0.0,0.0,1.0,875.42,1.0,1.0,0,0,20.0,Low,False,False
USR33564,Ayaan Koshy,Approved,low,29691.0,Gig Worker,Amritsar,Punjab,0.0,0.0,0.0,0.0,0.0,1.0,841.13,1.0,1.0,0,0,20.0,Low,False,False
USR66175,Manthanbalasubramanian,Approved,medium,45508.0,Business Owner,Ludhiana,Punjab,1.0,9429.84,9429.84,0.0,0.0,1.0,792.03,1.0,1.0,0.0,100.0,20.0,Low,False,False
USR76289,Hitesh Salvi,Approved,high,17730.0,Gig Worker,Lucknow,Uttar Pradesh,0.0,0.0,0.0,0.0,0.0,1.0,755.08,1.0,1.0,0,0,20.0,Low,False,False
USR61372,Vansha Shroff,Approved,low,19281.0,Salaried,Mumbai,Maharashtra,0.0,0.0,0.0,0.0,0.0,1.0,660.0,1.0,1.0,0,0,20.0,Low,False,False
USR22471,Rohan Om,Approved,low,,Unemployed,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,1.0,645.98,1.0,1.0,0,0,20.0,Low,False,False
USR45479,Arjun Hayer,Approved,low,19249.0,Student,Bengaluru,Karnataka,0.0,0.0,0.0,0.0,0.0,1.0,589.34,1.0,1.0,0,0,20.0,Low,False,False
USR96058,Hredhaan Kale,Rejected,medium,,Retired,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,1.0,581.96,1.0,1.0,0,0,20.0,Low,False,False
USR41858,Chakradev Oza,Rejected,low,14174.0,Salaried,Bengaluru,Karnataka,0.0,0.0,0.0,0.0,0.0,1.0,519.74,1.0,1.0,0,0,20.0,Low,False,False
USR83342,Ayush Thaker,Approved,low,17860.0,Farmer,Pune,Maharashtra,2.0,29864.02,14932.01,0.0,0.0,1.0,407.36,1.0,1.0,0.0,50.0,20.0,Low,False,False
USR82083,Vihaan Sahota,Approved,high,47453.0,Farmer,Hyderabad,Telangana,2.0,19083.16,9541.58,1.0,0.0,1.0,315.95,1.0,0.0,50.0,50.0,20.0,Low,False,False
USR97494,Anthony Kant,Approved,medium,16168.0,Freelancer,Lucknow,Uttar Pradesh,0.0,0.0,0.0,0.0,0.0,1.0,272.77,1.0,1.0,0,0,20.0,Low,False,False
USR90212,Christopherlanka,Approved,low,78770.0,Gig Worker,Lucknow,Uttar Pradesh,0.0,0.0,0.0,0.0,0.0,1.0,248.1,1.0,1.0,0,0,20.0,Low,False,False
USR43241,Darpan Kashyap,Pending,high,6068.0,Unemployed,Amritsar,Punjab,0.0,0.0,0.0,0.0,0.0,1.0,90.26,1.0,1.0,0,0,20.0,Low,False,False
USR18056,Wahab Chokshi,Approved,high,14928.0,Farmer,Pune,Maharashtra,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,20.0,Low,False,False
USR21052,Hamsini Oza,Approved,medium,35531.0,Unemployed,Kolkata,West Bengal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,20.0,Low,False,False
USR49302,Nihal Jhaveri,Approved,low,20465.0,Salaried,Kolkata,West Bengal,2.0,39389.78,19694.89,0.0,0.0,1.0,0.0,1.0,1.0,0.0,50.0,20.0,Low,False,False
USR52820,Aarini Sahota,Approved,high,,Gig Worker,Pune,Maharashtra,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,20.0,Low,False,False
USR66974,Sara Buch,Approved,high,16631.0,Unemployed,Ludhiana,Punjab,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,20.0,Low,False,False
USR88130,Urishilla Lad,Approved,high,80650.0,Unemployed,Lucknow,Uttar Pradesh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,20.0,Low,False,False
USR70375,Qasim Ghosh,Approved,medium,27668.0,Salaried,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,1.0,36675.43,0.0,0.0,0,0,15.0,Low,False,True
USR35817,Geetika Narayanan,Approved,medium,,Unemployed,Lucknow,Uttar Pradesh,0.0,0.0,0.0,0.0,0.0,1.0,26207.56,0.0,0.0,0,0,15.0,Low,False,True
USR72106,Frado Malhotra,Approved,low,36513.0,Farmer,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,1.0,25463.16,0.0,0.0,0,0,15.0,Low,False,True
USR43341,Jeremiah Sami,Approved,low,20667.0,Student,Pune,Maharashtra,1.0,15936.25,15936.25,1.0,0.0,1.0,6434.35,0.0,0.0,100.0,100.0,15.0,Low,False,False
USR93242,Anthony Murthy,Approved,low,59261.0,Student,Hyderabad,Telangana,1.0,18119.0,18119.0,1.0,0.0,1.0,5968.43,0.0,0.0,100.0,100.0,15.0,Low,False,False
USR32036,Omkaar Khanna,Approved,low,21872.0,Salaried,Chennai,Tamil Nadu,1.0,16707.83,16707.83,1.0,0.0,1.0,5879.13,0.0,0.0,100.0,100.0,15.0,Low,False,False
USR22639,Ekaraj Bedi,Approved,medium,28832.0,Freelancer,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,2.0,4606.38,1.0,0.0,0,0,15.0,Low,True,False
USR80376,Aryan Sibal,In Progress,medium,35207.0,Salaried,Amritsar,Punjab,1.0,10541.4,10541.4,1.0,0.0,1.0,4402.84,0.0,0.0,100.0,100.0,15.0,Low,False,False
USR39700,Harish Joshi,Approved,high,39742.0,Gig Worker,Jalandhar,Punjab,0.0,0.0,0.0,0.0,0.0,2.0,3910.2799999999997,1.0,0.0,0,0,15.0,Low,True,False
USR28582,Rachita Pingle,Approved,medium,28781.0,Farmer,Bengaluru,Karnataka,1.0,2538.0,2538.0,1.0,0.0,1.0,3785.87,0.0,0.0,100.0,100.0,15.0,Low,False,False
USR87189,Ikshita Rau,Approved,medium,35800.0,Student,Kolkata,West Bengal,1.0,1068.62,1068.62,1.0,0.0,1.0,1922.11,0.0,0.0,100.0,100.0,15.0,Low,False,False
USR34195,Samar Ramachandran,Approved,medium,32084.0,Freelancer,Kolkata,West Bengal,1.0,12963.06,12963.06,1.0,0.0,1.0,1518.0,0.0,0.0,100.0,100.0,15.0,Low,False,False
USR71636,Zaitra Shukla,Approved,low,28606.0,Student,Pune,Maharashtra,1.0,5852.98,5852.98,1.0,0.0,1.0,956.46,0.0,0.0,100.0,100.0,15.0,Low,False,False
USR48525,Nirja Tara,Approved,low,16056.0,Unemployed,Lucknow,Uttar Pradesh,1.0,22008.48,22008.48,1.0,0.0,1.0,861.86,0.0,0.0,100.0,100.0,15.0,Low,False,False
USR33914,Oscar Bath,Approved,,15500.0,Gig Worker,Jalandhar,Punjab,1.0,12697.02,12697.02,1.0,0.0,1.0,463.5,0.0,0.0,100.0,100.0,15.0,Low,False,False
USR94805,Samaksh Badal,Approved,,55044.0,Freelancer,Ludhiana,Punjab,1.0,15272.6,15272.6,1.0,0.0,1.0,0.0,0.0,0.0,100.0,100.0,15.0,Low,False,False
USR61761,Indira Tandon,In Progress,medium,,Farmer,Mumbai,Maharashtra,1.0,18851.51,18851.51,0.0,0.0,2.0,16658.7,0.0,0.0,0.0,200.0,10.0,Low,True,False
USR44124,Chandani Venkataraman,Approved,low,41822.0,Freelancer,Jalandhar,Punjab,0.0,0.0,0.0,0.0,0.0,1.0,13132.36,1.0,0.0,0,0,10.0,Low,False,False
USR37650,Chakradhar Gokhale,Approved,low,101356.0,Unemployed,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,1.0,9661.7,1.0,0.0,0,0,10.0,Low,False,False
USR61935,Anika Seshadri,Approved,low,,Unemployed,Kolkata,West Bengal,1.0,21824.92,21824.92,0.0,0.0,1.0,8787.96,1.0,0.0,0.0,100.0,10.0,Low,False,False
USR36461,Indrajit Manne,Approved,low,32545.0,Freelancer,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,1.0,8278.26,1.0,0.0,0,0,10.0,Low,False,False
USR34207,Bachittar Deshpande,Approved,low,13300.0,Retired,Pune,Maharashtra,1.0,3200.39,3200.39,0.0,0.0,1.0,8028.0,1.0,0.0,0.0,100.0,10.0,Low,False,False
USR57758,Mahika Kumar,Approved,low,25434.0,Retired,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,1.0,7863.78,1.0,0.0,0,0,10.0,Low,False,False
USR99535,Baghyawati Thaker,Approved,high,48501.0,Business Owner,Jaipur,Rajasthan,0.0,0.0,0.0,0.0,0.0,1.0,7652.76,1.0,0.0,0,0,10.0,Low,False,False
USR19551,Unnisathe,Approved,low,37650.0,Business Owner,Chennai,Tamil Nadu,0.0,0.0,0.0,0.0,0.0,1.0,6694.94,1.0,0.0,0,0,10.0,Low,False,False
USR25428,Hritik Devan,Approved,,8375.0,Student,Chennai,Tamil Nadu,0.0,0.0,0.0,0.0,0.0,1.0,6042.03,1.0,0.0,0,0,10.0,Low,False,False
USR83095,Dayamai Misra,Approved,low,,Gig Worker,Mumbai,Maharashtra,0.0,0.0,0.0,0.0,0.0,1.0,6019.31,1.0,0.0,0,0,10.0,Low,False,False
USR61700,Siddharth Bains,Approved,low,19258.0,Gig Worker,Chennai,Tamil Nadu,0.0,0.0,0.0,0.0,0.0,1.0,5873.9,1.0,0.0,0,0,10.0,Low,False,False
USR38124,Lila Andra,Approved,low,33089.0,Self Employed,Ludhiana,Punjab,0.0,0.0,0.0,0.0,0.0,1.0,5809.0,1.0,0.0,0,0,10.0,Low,False,False
USR22727,Onveer Mallick,Approved,low,,Freelancer,Kolkata,West Bengal,1.0,1519.44,1519.44,0.0,0.0,1.0,5763.03,1.0,0.0,0.0,100.0,10.0,Low,False,False
USR12658,Theodore Shere,Approved,low,21865.0,Business Owner,Mumbai,Maharashtra,0.0,0.0,0.0,0.0,0.0,1.0,5722.09,1.0,0.0,0,0,10.0,Low,False,False
USR21313,Jacob Keer,Approved,low,40873.0,Student,Lucknow,Uttar Pradesh,0.0,0.0,0.0,0.0,0.0,1.0,4980.8,1.0,0.0,0,0,10.0,Low,False,False
USR25900,Leena Sani,Approved,low,47071.0,Student,Mumbai,Maharashtra,1.0,10972.0,10972.0,0.0,0.0,1.0,4940.23,1.0,0.0,0.0,100.0,10.0,Low,False,False
USR11015,Vasudha Sani,Approved,low,24323.0,Retired,Jalandhar,Punjab,0.0,0.0,0.0,0.0,0.0,1.0,4940.0,1.0,0.0,0,0,10.0,Low,False,False
USR49823,Maanav Raju,Approved,low,49614.0,Unemployed,Bengaluru,Karnataka,0.0,0.0,0.0,0.0,0.0,1.0,4915.0,1.0,0.0,0,0,10.0,Low,False,False
USR39569,Lakshmi Jha,Approved,low,45601.0,Unemployed,Delhi,Delhi,0.0,0.0,0.0,0.0,0.0,1.0,4857.19,1.0,0.0,0,0,10.0,Low,False,False
USR79411,Guneet Jayaraman,In Progress,low,12800.0,Gig Worker,Ludhiana,Punjab,0.0,0.0,0.0,0.0,0.0,1.0,4452.29,1.0,0.0,0,0,10.0,Low,False,False
USR22024,Aryan Chatterjee,Approved,medium,40118.0,Salaried,Kolkata,West Bengal,0.0,0.0,0.0,0.0,0.0,1.0,4335.54,1.0,0.0,0,0,10.0,Low,False,False
USR59562,Chameli Bhatt,Rejected,medium,110702.0,Retired,Jalandhar,Punjab,0.0,0.0,0.0,0.0,0.0,1.0,4254.9,1.0,0.0,0,0,10.0,Low,False,False
USR84719,Nachiket Gera,Approved,low,23091.0,Business Owner,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,2.0,4064.23,0.0,0.0,0,0,10.0,Low,True,False
USR39665,Prisha Cheema,Approved,low,,Freelancer,Mumbai,Maharashtra,0.0,0.0,0.0,0.0,0.0,1.0,3807.73,1.0,0.0,0,0,10.0,Low,False,False
USR96038,Nachiket Nayak,Approved,medium,15287.0,Retired,Jaipur,Rajasthan,0.0,0.0,0.0,0.0,0.0,1.0,3800.84,1.0,0.0,0,0,10.0,Low,False,False
USR93926,Diya Raj,Approved,low,28706.0,Gig Worker,Hyderabad,Telangana,0.0,0.0,0.0,0.0,0.0,1.0,3681.27,1.0,0.0,0,0,10.0,Low,False,False
USR38128,Hredhaan Manda,Rejected,medium,29696.0,Farmer,Chennai,Tamil Nadu,0.0,0.0,0.0,0.0,0.0,1.0,3681.26,1.0,0.0,0,0,10.0,Low,False,False
USR76886,Simon Hegde,Approved,medium,87900.0,Gig Worker,Amritsar,Punjab,0.0,0.0,0.0,0.0,0.0,1.0,3668.05,1.0,0.0,0,0,10.0,Low,False,False
USR94403,Girik Venkatesh,Approved,high,56351.0,Self Employed,Kolkata,West Bengal,0.0,0.0,0.0,0.0,0.0,1.0,3648.19,1.0,0.0,0,0,10.0,Low,False,False
USR91446,Nikita Chakrabarti,Approved,high,32569.0,Farmer,Kolkata,West Bengal,1.0,20792.68,20792.68,0.0,0.0,1.0,3582.55,1.0,0.0,0.0,100.0,10.0,Low,False,False
USR71282,Ikbal Kata,Approved,low,64684.0,Student,Ludhiana,Punjab,0.0,0.0,0.0,0.0,0.0,1.0,3489.66,1.0,0.0,0,0,10.0,Low,False,False
USR99837,Dalaja Mukhopadhyay,Approved,medium,34422.0,Farmer,Delhi,Delhi,0.0,0.0,0.0,0.0,0.0,1.0,3487.78,1.0,0.0,0,0,10.0,Low,False,False
