user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment
USR10070,Vedhika Chaudhry,YDFTR4800M,7.56E+11,1976-03-17,Lucknow,Uttar Pradesh,10797.0,Salaried,2025-06-26,Approved,low
USR10078,Balvanchoudhary,ETFYC6320D,7.61E+11,,Bengaluru,Karnataka,,Unemployed,2025-10-15,Approved,high
USR10085,Neel Deol,CCHNM7498D,1.09E+11,1981-04-16,Hyderabad,Telangana,,Retired,2025-04-23,Approved,medium
USR10086,Idika Biswas,IHKMF2011Z,4236 1429 3017,1998-12-11,Bengaluru,Karnataka,29650.0,Retired,2024-08-08,Rejected,low
USR10088,Jyoti Soni,JNJEH7052X,7168-0897-3823,1986-05-01,Ludhiana,Punjab,26367.0,Student,,Approved,low
USR10090,Arya Nadig,FXVKY3589L,1136565448,1976-11-29,Lucknow,Uttar Pradesh,13798.0,Freelancer,,Approved,low
USR10093,Widisha Ganesan,,4735-7183-0492,1967-01-08,Ludhiana,Punjab,,Student,2025-10-31,Approved,high
USR10095,Dalbir Kala,MYAQM7278K,3.47E+12,1996-11-30,Jalandhar,Punjab,33245.0,Gig Worker,2025-07-11,Approved,low
USR10096,Michael Kapadia,JKIQW6925C,1849 0783 4944,1980-05-03,Hyderabad,Telangana,19706.0,Unemployed,2024-07-27,Approved,low
USR10097,Faris Rattan,EJTQU5238W,3112-9742-2048,1961-09-26,Kolkata,West Bengal,71021.0,Unemployed,2025-02-10,Approved,low
USR10098,Xiti Ben,QUPZM7586,6201-9116-2413,1961-10-12,Chennai,Tamil Nadu,9421.0,Gig Worker,2025-07-22,Rejected,low
USR10100,Gavin Mani,,9.48E+11,2002-12-29,Jalandhar,Punjab,79104.0,Student,2025-04-15,Approved,low
USR10101,Vincent Borra,VFLAA3488C,6.87E+11,1966-08-21,Jalandhar,Punjab,34000.0,Unemployed,2024-07-24,Approved,high
USR10106,Onveer Devi,BJQZX0061,9709-7696-2188,2004-10-20,Ludhiana,Punjab,27821.0,Unemployed,2024-01-19,Approved,low
USR10107,Kalpit Narayan,PSZIU4769J,7.58E+11,1982-03-24,Hyderabad,Telangana,47795.0,Self Employed,2026-02-19,Approved,low
USR10108,Chameli Nadig,BOOZV5903,7908 2325 7838,1974-01-08,Chennai,Tamil Nadu,21734.0,Salaried,2025-11-03,Approved,medium
USR10114,Anya Gera,,,1970-10-14,Delhi,Delhi,17607.0,Retired,2024-03-27,Approved,medium
USR10115,Veda Wali,UBCJF9557Q,7.71E+11,1966-08-16,Chennai,Tamil Nadu,34289.0,Salaried,2025-09-27,Approved,low
USR10123,Jyoti Mukhopadhyay,VFJGH8521W,1638 5048 8808,1984-08-31,Lucknow,Uttar Pradesh,14855.0,Retired,2026-01-15,Approved,medium
USR10126,Chandresh Bail,ERXIZ5289Y,4.82E+11,1968-05-10,Pune,Maharashtra,49735.0,Unemployed,2025-01-21,Approved,low
USR10129,Gabriel Dugar,OWICS9646E,9.64E+11,1986-04-16,Lucknow,Uttar Pradesh,30244.0,Freelancer,2025-09-13,Approved,medium
USR10130,Osha Raj,HHAIS6963P,82450593233,1990-06-25,Pune,Maharashtra,52292.0,Business Owner,2024-07-25,In Progress,low
USR10131,Kashish Dua,JBNMU8104T,2.26E+11,2001-01-25,Chennai,Tamil Nadu,39868.0,Business Owner,2026-02-14,Approved,
USR10133,Finn Cheema,MXJMT0296U,4696 1398 4462,1982-11-17,Mumbai,Maharashtra,38349.0,Self Employed,2025-07-20,Approved,high
USR10143,Vrishti Devi,QBJQU2549A,9.07E+11,1973-01-23,Mumbai,Maharashtra,20853.0,Farmer,2025-02-26,Approved,low
USR10155,Vasatika Pall,VGPGC1828H,9.02E+11,1970-08-21,Mumbai,Maharashtra,,Salaried,2024-12-26,In Progress,high
USR10157,Jonathan Sood,SFLSS8791F,170542962,1963-03-01,Pune,Maharashtra,34003.0,Business Owner,2024-10-04,Approved,high
USR10161,Ganga Date,WYXR01853U,64650703481,,Jaipur,Rajasthan,49452.0,Gig Worker,2024-11-09,Approved,low
USR10165,Manbir Manne,ACZUX1398N,1559-2845-4479,1993-06-01,Chennai,Tamil Nadu,,Self Employed,2025-07-22,In Progress,low
USR10166,Maya Sane,ZXJPO3686X,1.18E+11,1978-01-19,Jaipur,Rajasthan,35800.0,Salaried,2024-04-22,Approved,medium
USR10168,Aarini Rajan,JPGRS7003U,9.15E+11,1967-09-17,Bengaluru,Karnataka,11300.0,Retired,2025-01-06,Pending,low
USR10171,Hredhaan Devan,GEEJQ2097Z,XXXX-XXXX-8568,1989-02-14,Kolkata,West Bengal,28921.0,Business Owner,2024-04-07,Approved,high
USR10174,Dayamai Borra,GXEQU6279D,2.92E+11,1962-03-28,Chennai,Tamil Nadu,97324.0,Farmer,2025-05-24,Approved,low
USR10176,Alka Bir,BCWDB7161,XXXX-XXXX-5526,1971-02-24,Chennai,Tamil Nadu,27058.0,Salaried,2025-02-05,Rejected,low
USR10182,Gunbir Soman,WLTCF3280,4.25E+11,2007-05-07,Pune,Maharashtra,31424.0,Freelancer,2026-01-16,Approved,low
USR10185,Jasmit Rajagopalan,,6.95E+11,1989-04-24,Amritsar,Punjab,74324.0,Gig Worker,2024-07-01,Approved,low
USR10188,Veer Seshadri,TBISJ6381N,7.43E+11,1968-04-09,Delhi,Delhi,23789.0,Gig Worker,2024-05-11,Approved,medium
USR10192,Lucky Sani,EUSEA1656K,9419-5510-5791,1980-06-12,Mumbai,Maharashtra,32350.0,Farmer,2025-07-24,Approved,low
USR10194,Balvan Narayanan,,9.18E+11,1992-08-29,Lucknow,Uttar Pradesh,8557.0,Salaried,2025-12-02,Approved,medium
USR10195,Unnati Shukla,WTDLO1743Z,9621-5601-3549,1988-04-16,Ludhiana,Punjab,11451.0,Student,2025-08-30,Approved,high
USR10200,Ati Swaminathan,KJGSF3972C,7106 6106 8638,1974-03-16,Kolkata,West Bengal,41384.0,Unemployed,2025-09-01,Approved,medium
USR10202,Chandresh Sem,RMZZG6888N,3.30E+11,1995-03-22,Bengaluru,Karnataka,17757.0,Unemployed,2025-06-04,Approved,low
USR10203,Chanakya Mandal,DBZPN0182F,5863 2746 9035,1986-08-31,Pune,Maharashtra,49109.0,Self Employed,2025-12-31,Approved,medium
USR10204,Dhriti Rajagopal,QHAVT4269Z,3220-0243-7145,1968-03-03,Ludhiana,Punjab,16381.0,Self Employed,2025-12-25,Approved,low
USR10205,Diya Tiwari,CIOAM6886B,5635 4003 0977,,Ludhiana,Punjab,11613.0,Student,2024-08-16,Approved,medium
USR10207,Jack Taneja,RIEKD8431Z,4048617121,1981-04-15,Ludhiana,Punjab,,Salaried,2024-01-17,Rejected,low
USR10209,Samarth Dey,SPRJX8660K,6241 8825 0336,2001-12-27,Bengaluru,Karnataka,14700.0,Retired,2024-01-09,Approved,high
USR10210,Radha Narayanan,DOJTA0907Z,4748-6876-0225,1996-03-20,Jalandhar,Punjab,37410.0,Freelancer,2025-07-14,In Progress,medium
USR10213,Fariq Bhavsar,ASTFC3720B,2434504430,1989-08-28,Jaipur,Rajasthan,29700.0,Student,2025-02-23,Pending,high
USR10214,Harsh Sekhon,UPNBS3806F,5.96E+11,1968-02-10,Bengaluru,Karnataka,36523.0,Business Owner,2024-12-12,Approved,medium
USR10216,Unni Vig,TPHFM2913,9.86E+11,1999-04-08,Jaipur,Rajasthan,48670.0,Salaried,2024-03-18,Approved,low
USR10218,Lekha Keer,TAMQI2883E,0121-0795-9469,1965-07-06,Ludhiana,Punjab,28990.0,Salaried,2026-03-12,Approved,medium
USR10221,Nathan Narain,QRDDA6314T,4813 9701 7534,1988-11-22,Pune,Maharashtra,76407.0,Unemployed,2026-01-07,Approved,medium
USR10222,Tamanna Chand,BRILX4429G,6419 3817 3349,1988-03-16,Amritsar,Punjab,38181.0,Student,2025-04-12,Approved,low
USR10223,Eesha Joshi,NKONK8611O,6958-6473-6450,,Hyderabad,Telangana,,Freelancer,2024-02-17,Pending,medium
USR10228,Finn Gade,GYXZP9703T,4.10E+11,1992-08-01,Lucknow,Uttar Pradesh,18999.0,Business Owner,2025-12-15,Approved,medium
USR10229,Darika Sarna,DXZKM0876A,3500 7431 2654,1989-04-30,Amritsar,Punjab,22969.0,Student,2024-12-16,Approved,medium
USR10232,Vasana Prashad,LQLJH4277R,2769556512,1970-01-26,Amritsar,Punjab,11400.0,Retired,2025-10-15,Approved,high
USR10233,Sara Reddy,,8441 3008 9156,1988-05-06,Jaipur,Rajasthan,45878.0,Gig Worker,2024-01-03,Approved,low
USR10239,Girish Koshy,NCDMU2666Q,7.15E+11,1966-06-02,Pune,Maharashtra,38138.0,Retired,2025-05-31,Approved,high
USR10241,Arya Koshy,CAEML1033G,6.31E+12,2001-12-12,Mumbai,Maharashtra,25630.0,Business Owner,2024-10-27,Approved,low
USR10245,Aachal Gulati,SSCKX6976T,1.35E+11,1993-01-03,Amritsar,Punjab,28505.0,Student,2025-10-11,Approved,medium
USR10249,Pooja Mannan,TKQKC6386T,8.06E+11,1976-03-24,Chennai,Tamil Nadu,35209.0,Unemployed,2025-12-30,Approved,medium
USR10257,Tanish Issac,HQZWV0953B,2.17E+11,,Jalandhar,Punjab,15854.0,Self Employed,2025-03-10,Approved,
USR10261,Raksha Khanna,SBSKN9088C,7461-4285-5175,1992-10-19,Lucknow,Uttar Pradesh,34259.0,Freelancer,2025-02-22,Approved,low
USR10262,Baghyawati Ganesan,BCRWJ1533U,8284-7605-1658,1963-07-07,Lucknow,Uttar Pradesh,,Retired,2024-07-09,Approved,low
USR10264,Bhavya Kar,ZTYKZ0357G,,,Bengaluru,Karnataka,29708.0,Gig Worker,2025-06-03,Pending,medium
USR10265,Ladli Borde,HTCMC8291O,3916707632,,Pune,Maharashtra,20579.0,Salaried,2025-10-06,Approved,low
USR10267,Nidra Jain,QURIV1241Y,4.25E+11,1988-09-15,Delhi,Delhi,33870.0,Farmer,2025-10-15,Approved,low
USR10272,Guneet Rao,,5.83E+11,1992-08-28,Kolkata,West Bengal,57300.0,Farmer,2024-05-29,Pending,low
USR10277,Ojasvi Mahajan,CIWAC4925P,2.86E+11,1983-07-22,Pune,Maharashtra,19900.0,Salaried,2024-10-03,Approved,low
USR10278,Isha Patil,NQQFL8842P,XXXX-XXXX-5479,1970-09-30,Bengaluru,Karnataka,35033.0,Farmer,2025-04-17,Approved,low
USR10285,Samaksh Buch,TNCFZ5575D,3.34E+11,1980-10-01,Lucknow,Uttar Pradesh,25800.0,Freelancer,2025-09-11,Approved,
USR10288,Fiyaz Ramaswamy,BDCUR2943J,9.29E+11,2006-04-11,Jaipur,Rajasthan,25270.0,Retired,2025-08-12,Approved,
USR10289,Gavin Chandra,PBIUE3421R,6.38E+11,1969-02-25,Bengaluru,Karnataka,23756.0,Student,2025-09-03,Pending,low
USR10290,Yoshita Muni,HXFKY8683Z,8.39E+12,1970-07-03,Pune,Maharashtra,7517.0,Farmer,2025-03-28,Approved,low
USR10293,Yauvani Mall,ZYZSL0066Z,6.87E+11,1985-10-25,Jaipur,Rajasthan,17900.0,Unemployed,2024-03-20,Approved,low
USR10297,Henry Ram,GGVHM4173F,1473-6036-5353,2004-01-20,Pune,Maharashtra,25349.0,Freelancer,2025-03-03,Approved,low
USR10298,Nikita Samra,XBNEX6709M,8.00E+11,1962-04-01,Mumbai,Maharashtra,28602.0,Retired,2025-08-12,Rejected,low
USR10300,Sathvik Ram,SCOOB9755A,8.74E+11,1973-02-24,Ludhiana,Punjab,35516.0,Farmer,2024-05-02,Approved,low
USR10304,Chandani Johal,AGBPP2761P,21795299367,1966-11-22,Jalandhar,Punjab,33744.0,Salaried,2025-09-18,Approved,medium
USR10306,Iravaidya,GUDPH2996,9.73E+11,1960-05-23,Delhi,Delhi,,Unemployed,,Approved,medium
USR10309,Aradhana Handa,,9.06E+12,1971-10-28,Kolkata,West Bengal,13000.0,Student,2025-03-12,Pending,low
USR10310,Sameshgoyal,KLAXF9996K,,1991-06-29,Lucknow,Uttar Pradesh,32802.0,Unemployed,2026-03-25,Approved,medium
USR10312,Urishilla Banik,AAZUG0261P,3076-0828-9996,2000-06-15,Ludhiana,Punjab,19368.0,Student,2025-06-10,Approved,low
USR10317,Yatan Lalla,NKLPB6525C,4377-8008-3952,1989-10-13,Hyderabad,Telangana,32899.0,Self Employed,2024-06-12,Approved,low
USR10318,Noah Sarkar,TKYNW5147D,5266 4463 5015,2002-04-09,Amritsar,Punjab,27205.0,Retired,2024-05-14,Approved,medium
USR10326,Brijesh Gour,EXIZI9668V,4599 0563 9328,1977-11-23,Hyderabad,Telangana,,Self Employed,2026-01-19,Approved,low
USR10329,Ladli Hari,VWPMA2822M,2.56E+12,,Hyderabad,Telangana,29811.0,Gig Worker,2025-02-19,Approved,low
USR10331,Vivaan Shetty,AKXSU49321,6906-3105-0583,2000-08-20,Bengaluru,Karnataka,51778.0,Freelancer,2024-07-28,Approved,low
USR10335,Gaurangi Pandey,EHQQI3191R,5179 7122 5439,1960-09-07,Chennai,Tamil Nadu,28904.0,Unemployed,2025-03-07,Approved,low
USR10340,Gauri Dubey,FPMZS0978S,7908-0725-9058,2003-12-30,Lucknow,Uttar Pradesh,26679.0,Retired,2025-03-12,Approved,
USR10341,Daksha Khare,VKYGC2749O,4.14E+11,,Pune,Maharashtra,59899.0,Unemployed,,Approved,medium
USR10342,Onveer Barad,NUIRL0166F,9.02E+11,1994-04-07,Lucknow,Uttar Pradesh,34469.0,Unemployed,,Approved,
USR10347,Amruta Bobal,EUUAT6031K,6158-5855-7064,,Chennai,Tamil Nadu,12979.0,Unemployed,2024-10-17,Approved,high
USR10349,Kevin Korpal,ILQYB3209K,1.30E+11,1982-01-14,Mumbai,Maharashtra,45629.0,Farmer,,Approved,low
USR10351,Vaishnavi Brahmbhatt,,,1971-12-21,Pune,Maharashtra,55887.0,Freelancer,2024-11-10,Pending,low
USR10353,Saumya Balan,WCUEX2474T,,1977-01-13,Bengaluru,Karnataka,,Student,2024-03-11,Approved,medium
USR10356,Charles Chawla,FKAHM1015N,2.33E+12,2005-01-22,Chennai,Tamil Nadu,31980.0,Unemployed,,Approved,medium
USR10357,Jason Malhotra,XGGZJ2178R,XXXX-XXXX-6125,1990-09-25,Delhi,Delhi,30960.0,Freelancer,2025-10-27,Approved,low
USR10359,Aarna Vora,WJQGN7433G,2.33E+11,1972-04-07,Ludhiana,Punjab,32975.0,Retired,2025-01-27,Approved,medium
USR10361,Andrew Bhardwaj,IEHEN3741V,2.23E+11,1990-07-04,Mumbai,Maharashtra,29294.0,Freelancer,2024-07-23,Approved,low
USR10363,Sarthak Doctor,MPEKY3167S,1801 9502 6037,1994-12-27,Jaipur,Rajasthan,16604.0,Business Owner,2024-06-09,Approved,
USR10369,Omya Zachariah,CFDSU8346V,2681 3169 2420,1961-03-26,Jalandhar,Punjab,,Retired,2024-08-03,Approved,low
USR10374,Prisha Goel,YWBBI4612M,8.70E+11,1997-07-06,Bengaluru,Karnataka,86817.0,Gig Worker,2025-02-14,Approved,low
USR10376,Chaaya Desai,DUBFE5572G,3.62E+11,1975-10-14,Chennai,Tamil Nadu,19619.0,Farmer,2024-11-15,Pending,low
USR10377,Ekaraj Goyal,GDHJK3510N,9185-0899-7352,,Delhi,Delhi,17386.0,Gig Worker,2024-03-01,Approved,medium
USR10379,Advay Butala,PERIK5483M,3.31E+12,1995-11-04,Chennai,Tamil Nadu,12843.0,Retired,2024-09-19,Approved,medium
USR10382,Madhavi Seshadri,RKHDP6153T,9851-2513-6471,1961-10-29,Ludhiana,Punjab,16913.0,Self Employed,2025-12-20,Approved,low
USR10384,Divya Gole,CXGUE9215O,7442 1081 0185,2004-01-28,Bengaluru,Karnataka,34771.0,Farmer,2024-12-27,Rejected,low
USR10388,Inaya Bajwa,BKKPS2919I,XXXX-XXXX-0726,1982-08-01,Lucknow,Uttar Pradesh,95632.0,Student,2024-05-26,Approved,low
USR10392,Bimala Pradhan,UYITL2094M,3.54E+11,1994-02-02,Amritsar,Punjab,46978.0,Business Owner,2026-03-17,Approved,low
USR10393,Aarnav Aurora,XMHNR2711D,5.45E+11,,Delhi,Delhi,56752.0,Student,2025-07-17,Approved,high
USR10399,Yahvi Divan,OXQQF7312R,5.68E+11,1990-05-03,Jalandhar,Punjab,38600.0,Salaried,2026-03-15,Approved,low
USR10401,Harrison Buch,CNQCH7616V,6235-1722-2363,1985-02-24,Hyderabad,Telangana,20800.0,Business Owner,2025-01-08,Approved,low
USR10408,Sanaya Biswas,QEECL6715T,8.57E+11,1963-07-18,Delhi,Delhi,,Student,2025-04-22,Approved,medium
USR10415,Adya Mane,YGHZS1621E,9928072335,2007-12-07,Pune,Maharashtra,,Self Employed,2025-01-29,Approved,low
USR10416,Azaan Goswami,VSFWY8196O,5894-1930-9928,1973-01-02,Chennai,Tamil Nadu,18411.0,Business Owner,2024-09-26,Approved,low
USR10423,Ryan Hora,OZRAM0659R,94516452071,1975-07-27,Lucknow,Uttar Pradesh,42283.0,Farmer,2025-10-04,Approved,high
USR10431,Vasatika Narang,YWHPK6914G,2916-5679-2472,2002-01-06,Delhi,Delhi,23047.0,Gig Worker,2025-04-10,Approved,medium
USR10436,Dalaja Garde,UIYDZ9960X,4.67E+11,1972-06-29,Jalandhar,Punjab,17883.0,Unemployed,2025-08-28,Approved,low
USR10442,Anthony Kamdar,YCOGD4572L,3.56E+11,1987-06-03,Delhi,Delhi,31903.0,Student,2025-08-15,Approved,low
USR10444,Maanas Chander,FCLDN5183C,1471 4645 7660,2006-01-03,Mumbai,Maharashtra,24273.0,Business Owner,2024-11-15,Approved,low
USR10446,Mahika Konda,,8371-3629-0667,1981-05-05,Delhi,Delhi,34997.0,Salaried,2025-08-10,Approved,low
USR10447,Ayush Agarwal,ZDSTY3102P,4.01E+11,,Amritsar,Punjab,29407.0,Salaried,2025-12-15,Approved,low
USR10448,Owen Pandit,0Z1SS82750,6709 2573 2898,1992-01-02,Bengaluru,Karnataka,53296.0,Self Employed,2025-12-21,Approved,medium
USR10450,Anusha Babu,SULKY2014W,9185-5139-1907,1977-03-23,Delhi,Delhi,31728.0,Unemployed,2024-05-31,Approved,low
USR10458,Kavya Memon,CNIZQ3538L,,,Lucknow,Uttar Pradesh,56863.0,Freelancer,2025-09-21,Approved,low
USR10468,Harita Sha,KJMOA8874Q,9.60E+11,1976-12-27,Bengaluru,Karnataka,,Unemployed,2026-02-17,Approved,low
USR10470,Jagvi Raval,XIOGM3424K,2239 1434 4064,1961-09-30,Delhi,Delhi,7325.0,Freelancer,2025-06-17,In Progress,low
USR10475,Ekiya Narayan,MRQZA7643X,6.36E+11,1982-06-20,Pune,Maharashtra,20014.0,Business Owner,2025-07-28,Approved,low
USR10476,Advaith Bali,KSCAL7782H,XXXX-XXXX-9563,1974-11-16,Lucknow,Uttar Pradesh,54441.0,Self Employed,2024-02-03,In Progress,low
USR10478,Urvi Babu,CQBZI8003N,3927-0729-7918,,Amritsar,Punjab,17575.0,Self Employed,2026-04-01,Approved,low
USR10487,Sudiksha Toor,ASMEN1425N,8.91E+12,1987-04-07,Mumbai,Maharashtra,29347.0,Farmer,2024-12-05,Approved,medium
USR10489,Onkarkaran,VLVLZ5056N,1394-5063-0006,2004-07-24,Amritsar,Punjab,30766.0,Unemployed,2026-03-05,Approved,medium
USR10498,Idika Narayanan,HTGWK2327F,8.43E+11,1986-02-22,Mumbai,Maharashtra,26041.0,Unemployed,2025-03-05,Approved,medium
USR10499,Ranbir Anand,SLIHX6665V,12473978433,2002-12-26,Hyderabad,Telangana,32001.0,Salaried,2024-02-12,Approved,medium
USR10500,Aradhana Gill,ZCIIW9707U,8.78E+11,1966-11-12,Jaipur,Rajasthan,28656.0,Salaried,2024-02-05,Approved,low
USR10504,Jhalak Borde,WHLXS7672B,4.09E+11,1977-06-24,Kolkata,West Bengal,41245.0,Freelancer,2024-05-25,Approved,low
USR10505,Rayaan Sehgal,FRLAE6023T,2.74E+11,2004-04-10,Ludhiana,Punjab,37801.0,Self Employed,2025-09-04,Approved,medium
USR10506,Jack Chopra,VRSRK4997Q,5.81E+11,2007-06-13,Delhi,Delhi,27499.0,Retired,2024-02-07,Approved,low
USR10507,Samar Sodhi,XZURS1973V,8.11E+11,1968-03-25,Delhi,Delhi,36200.0,Student,2024-07-20,Approved,low
USR10508,Jack Rastogi,UQNJF9236B,7.07E+11,1997-05-27,Pune,Maharashtra,27170.0,Freelancer,,Pending,medium
USR10510,Unni Chad,GEUFO6221Y,5046 9661 4729,1963-11-23,Chennai,Tamil Nadu,15808.0,Salaried,2024-11-01,Approved,low
USR10512,Anika Mall,NQCTJ2374S,7533-0256-0221,,Lucknow,Uttar Pradesh,13940.0,Freelancer,2024-02-01,Approved,high
USR10515,Advik Hayre,BKXAV7212N,5307 2651 8444,2003-07-04,Ludhiana,Punjab,39500.0,Student,2025-06-30,Approved,low
USR10516,Chaman Krishnan,LYFHJ6222L,4.08E+11,1994-11-18,Bengaluru,Karnataka,37134.0,Unemployed,2024-07-02,Approved,low
USR10520,Isha Bajwa,KOXBF4910R,1531695925,1969-06-08,Pune,Maharashtra,,Unemployed,2025-06-14,Approved,medium
USR10523,Nikita Murthy,YJKFA1712L,3.62E+11,2002-09-09,Amritsar,Punjab,36118.0,Self Employed,2025-12-20,Approved,high
USR10525,Damyanti Pandya,BUOKT4118U,8.58E+11,1986-01-30,Chennai,Tamil Nadu,43676.0,Unemployed,2025-06-25,Approved,
USR10528,Chandresh Luthra,DGMLP9448S,2169272858,1970-04-03,Jaipur,Rajasthan,10561.0,Gig Worker,2024-09-08,Approved,high
USR10529,Ati Venkatesh,AUFOT1367N,5.81E+11,1987-07-11,Ludhiana,Punjab,36463.0,Gig Worker,2025-01-09,Approved,low
USR10536,Lopacheema,VDGLP1581G,6.00E+11,1970-02-09,Chennai,Tamil Nadu,22958.0,Business Owner,2025-05-26,Approved,low
USR10539,Vedhika Pant,CVPNT4632B,72901433573,1969-02-26,Lucknow,Uttar Pradesh,15192.0,Salaried,2025-12-27,Approved,low
USR10542,Wridesh Subramanian,ZHIPI3154K,7.31E+11,1966-03-29,Kolkata,West Bengal,28701.0,Student,2025-05-31,Approved,medium
USR10547,Praneel Guha,HKIZT4901N,,1969-08-23,Hyderabad,Telangana,,Freelancer,2024-09-11,In Progress,medium
USR10548,Akshay Sha,MNCGD3269K,1.19E+12,,Chennai,Tamil Nadu,23317.0,Self Employed,2024-03-07,Approved,low
USR10549,Yahvi Sahni,FSMCA9303R,8.52E+11,1989-11-10,Amritsar,Punjab,21193.0,Business Owner,2025-06-05,Pending,medium
USR10550,Rajeshri Khare,AQQZT5114M,1742-0582-2664,1993-02-01,Lucknow,Uttar Pradesh,36207.0,Farmer,2025-03-24,Approved,low
USR10552,Daksh Dora,ZERPX8524Z,0309 6919 1860,1971-12-10,Chennai,Tamil Nadu,49724.0,Self Employed,2025-06-01,Approved,medium
USR10554,Anika Boase,HDUXF1892Z,1511-7228-7966,1984-04-24,Amritsar,Punjab,69971.0,Business Owner,2024-08-31,Rejected,medium
USR10558,Kamala Bhagat,NHVHM9071C,4.57E+11,1983-06-14,Amritsar,Punjab,20130.0,Retired,2025-04-23,Approved,low
USR10560,Jason Venkataraman,GNAGE9134,6.91E+11,1980-10-27,Bengaluru,Karnataka,23458.0,Farmer,2024-08-25,Approved,medium
USR10561,Aarnav Batra,YLPDJ2274B,2.54E+11,1988-12-30,Bengaluru,Karnataka,62834.0,Unemployed,2024-04-22,Approved,low
USR10565,Advay Barad,WECOE8954E,8.19E+12,1986-02-25,Jalandhar,Punjab,19928.0,Retired,2026-03-05,Approved,low
USR10568,Qushi Maharaj,SFWDT9318J,2.45E+11,1989-08-12,Amritsar,Punjab,45586.0,Student,2024-01-12,Approved,low
USR10574,George Radhakrishnan,DVNPJ4411C,3.96E+11,1971-08-27,Amritsar,Punjab,22132.0,Gig Worker,2025-06-26,Approved,low
USR10575,Abhimanyu Pandey,OUTHN4446A,4750-0963-0637,1963-03-21,Amritsar,Punjab,22491.0,Student,2024-07-16,Approved,low
